cycle	pop	tcycle	o	zb	za	wb	wa	s	dz0	dz1	dz2	dz3	dz4
7	2	69173	0	0.026139	0.0262978	0.999658	0.999654	-4.16335e-06	-0.00114263	-0.0115076	0.000627404	-0.00514028	-0.0120108
7	2	88128	0	0.0262978	0.0412723	0.999654	0.999149	-0.000505787	0.00408225	-0.0137481	-0.00110013	0.0039617	-0.0211181
7	2	90736	0	0.0412723	0.0197169	0.999149	0.999806	0.000657539	-0.0144602	-0.00275409	-0.0117539	-0.000731351	0.0218311
8	1	199	0	0.0367574	0.0382829	0.999325	0.999267	-5.72355e-05	0.000303743	-0.000680692	0.000814725	0.00107311	-0.000933707
8	1	1329	0	0.0382829	0.0370258	0.999267	0.999315	4.73372e-05	0.00018644	-0.000426984	-0.000510814	-0.00221261	0.000713362
8	1	14276	0	0.0370258	0.0360841	0.999315	0.999349	3.44258e-05	0.00122303	0.00271366	0.000245099	-0.00136581	2.02035e-05
8	1	17617	0	0.0360841	0.0319504	0.999349	0.99949	0.000140626	0.00217573	0.00113135	-0.00142188	-0.00491166	0.00588191
8	1	22539	0	0.0319504	0.0306753	0.99949	0.99953	3.99256e-05	0.00467798	0.000499658	-0.00183846	0.0017469	0.00234435
8	1	22879	0	0.0306753	0.0366412	0.99953	0.999329	-0.000200779	-0.00550007	-0.00147638	0.00728764	-0.00379847	0.0013275
8	1	26413	0	0.0366412	0.0356893	0.999329	0.999363	3.44263e-05	-0.0021869	-0.00750757	-0.0210718	-0.0110206	0.029948
8	1	27517	0	0.0356893	0.0422866	0.999363	0.999106	-0.000257182	0.0125408	-0.00252096	-0.00423656	0.000451898	0.00671776
8	1	31669	0	0.0422866	0.0408052	0.999106	0.999168	6.15483e-05	-0.000516753	0.00776197	-0.00342431	0.0014884	0.00272206
8	1	33365	0	0.0408052	0.029042	0.999168	0.999578	0.000410897	0.0101541	0.00344141	0.00714473	-0.00385359	-0.0295516
8	1	38992	0	0.029042	0.0223031	0.999578	0.999751	0.000173018	-0.0101874	0.0147627	-0.0025522	0.00489035	0.00566011
8	1	47181	0	0.0223031	0.0293489	0.999751	0.999569	-0.000181949	-0.000761491	0.0151906	0.00159028	-0.00264392	-0.0100112
8	1	52205	0	0.0293489	0.0320495	0.999569	0.999487	-8.29031e-05	0.0115057	-0.0132243	-0.00612333	-0.0123928	-0.0006164
8	1	76974	0	0.0320495	0.0318375	0.999487	0.999493	6.77377e-06	-0.000871215	0.000412531	0.000340507	0.00175814	0.00698294
8	1	84685	0	0.0318375	0.0209433	0.999493	0.999781	0.000287543	-0.0186771	-0.0024662	0.00939069	0.0135949	-0.000311256
8	1	86457	0	0.0209433	0.0241609	0.999781	0.999708	-7.25617e-05	0.0101827	-0.00261052	-0.0185259	-0.0100491	0.00442704
8	2	31371	0	0.0197169	0.0168307	0.999806	0.999858	5.27442e-05	-0.00546678	0.0116157	0.00251273	-0.00412873	0.0163735
8	2	31704	0	0.0168307	0.0244929	0.999858	0.9997	-0.000158303	-0.000834469	0.00211744	-0.0034525	-0.00692763	0.00387888
8	2	34816	0	0.0244929	0.0242706	0.9997	0.999706	5.4201e-06	-0.00268544	0.00335766	-0.000889922	0.00442398	0.00397864
8	2	43463	0	0.0242706	0.0258197	0.999706	0.999667	-3.87947e-05	-0.0042789	0.00119715	-0.000914997	0.000947139	-0.00119666
8	2	49537	0	0.0258197	0.0232401	0.999667	0.99973	6.32777e-05	0.00324565	-0.00948449	-0.00342347	0.00476915	0.00588765
8	2	54972	0	0.0232401	0.0270488	0.99973	0.999634	-9.57618e-05	0.016324	-0.00878334	-0.0042566	-0.0106305	-0.0172639
8	2	56464	0	0.0270488	0.0431799	0.999634	0.999068	-0.000566273	-0.00174802	-0.0110075	0.00598553	-0.0154624	0.00450688
8	2	70657	0	0.0431799	0.0419496	0.999068	0.999121	5.23674e-05	0.00234055	0.00368613	-0.00419168	0.00100019	0.00278582
8	2	80012	0	0.0419496	0.0318576	0.999121	0.999493	0.000372502	0.000257558	0.033645	-0.00603435	0.0574268	-0.00195316
8	2	81173	0	0.0318576	0.0296444	0.999493	0.999561	6.80598e-05	-0.000464946	2.11447e-05	0.000193989	-0.00306131	-0.00189887
8	2	90159	0	0.0296444	0.0220458	0.999561	0.999757	0.000196406	-0.00822541	0.00180351	0.014188	-0.0117655	0.0072355
8	2	96682	0	0.0220458	0.0249994	0.999757	0.999688	-6.94742e-05	-0.0018075	-0.00890804	0.006968	-0.00738935	0.0129461
9	1	7639	0	0.0241609	0.0301622	0.999708	0.999545	-0.00016299	-0.000683993	0.0112463	0.00982898	-0.0010359	0.000567519
9	1	14642	0	0.0301622	0.0265492	0.999545	0.999648	0.000102454	-0.00400022	-0.00360646	-0.00117895	-0.00244436	-0.00391812
9	1	39972	0	0.0265492	0.0255381	0.999648	0.999674	2.63339e-05	5.1397e-05	0.002432	-0.000984572	0.00230359	-0.00150758
9	1	42483	0	0.0255381	0.0330971	0.999674	0.999452	-0.000221587	0.000553635	0.00315575	-0.00133311	-0.00875946	-0.00126101
9	1	45537	0	0.0330971	0.0154208	0.999452	0.999881	0.000428899	-0.0121665	-0.0138885	-0.0138203	0.0189822	0.00155051
9	1	47319	0	0.0154208	0.0165716	0.999881	0.999863	-1.8408e-05	0.00314496	-0.00538629	0.00556133	-0.00529835	0.00254086
9	1	58662	0	0.0165716	0.0165701	0.999863	0.999863	2.44392e-08	0.00940343	0.00638652	0.00499926	0.00518113	0.00033551
9	1	76334	0	0.0165701	0.0126041	0.999863	0.999921	5.78551e-05	-0.00945983	-0.00786955	-0.0040567	-0.00284461	-0.00386437
9	1	78388	0	0.0126041	0.0232363	0.999921	0.99973	-0.000190513	0.0120738	0.00770062	-0.00971118	0.0136889	0.00668829
9	1	83647	0	0.0232363	0.00696974	0.99973	0.999976	0.000245704	-0.00789516	-0.00624078	0.00717822	-0.00472507	-0.0118945
9	2	6401	0	0.0249994	0.0359296	0.999688	0.999355	-0.000332926	0.00528739	0.0150925	0.0115958	-0.0048353	-0.00417198
9	2	23928	0	0.0359296	0.0462808	0.999355	0.99893	-0.000425399	-0.0106489	0.0179566	-0.00918813	0.0011054	-0.0252235
