cycle	pop	tcycle	o	zb	za	wb	wa	s	dz0	dz1
11	2	76828	0	0.0361321	0.0377506	0.999347	0.999288	-5.97881e-05	0.0451357	-0.00798819
11	2	76859	0	0.0377506	0.0271249	0.999288	0.999632	0.000344732	-0.00452038	-0.0361844
11	2	84854	0	0.0271249	0.034778	0.999632	0.999395	-0.000236846	-0.0268027	-0.0227988
11	2	88626	0	0.034778	0.0140054	0.999395	0.999902	0.000506807	0.00126622	0.020736
11	2	88930	0	0.0140054	0.0121015	0.999902	0.999927	2.48526e-05	0.00035679	0.00188247
12	1	5274	0	0.0122286	0.0127153	0.999925	0.999919	-6.06963e-06	-0.000370514	0.000515165
12	1	5769	0	0.0127153	0.0225608	0.999919	0.999746	-0.000173641	-0.0101592	-0.00582325
12	1	10536	0	0.0225608	0.0226477	0.999746	0.999744	-1.96244e-06	0.0447464	-0.00135823
12	1	22861	0	0.0226477	0.0262695	0.999744	0.999655	-8.8582e-05	0.00305462	-0.00296269
12	1	23142	0	0.0262695	0.0391924	0.999655	0.999232	-0.000422889	-0.0347915	-0.0312515
12	1	31084	0	0.0391924	0.0414902	0.999232	0.99914	-9.26918e-05	-0.0101317	0.00144756
12	1	37373	0	0.0414902	0.0276162	0.99914	0.999619	0.000479506	0.00904244	0.0110568
12	1	52574	0	0.0276162	0.0282678	0.999619	0.999601	-1.82058e-05	-0.0130227	0.00987097
12	1	53223	0	0.0282678	0.017198	0.999601	0.999852	0.000251679	0.0159444	0.000233302
12	1	54228	0	0.017198	0.0285353	0.999852	0.999593	-0.000259212	0.000595587	0.0431026
12	1	81714	0	0.0285353	0.0121459	0.999593	0.999926	0.000333426	0.00901774	-0.0156916
12	1	82476	0	0.0121459	0.0172327	0.999926	0.999852	-7.47181e-05	-0.0184231	-0.00666093
12	1	99516	0	0.0172327	0.0311349	0.999852	0.999515	-0.000336151	-0.00844508	0.0134598
12	2	14205	0	0.0121015	0.00457814	0.999927	0.99999	6.27457e-05	0.00504002	0.0138062
12	2	22280	0	0.00457814	0.0169454	0.99999	0.999856	-0.000133085	-0.00787841	-0.0182811
12	2	29541	0	0.0169454	0.0192798	0.999856	0.999814	-4.228e-05	-0.0136044	0.0251714
12	2	37891	0	0.0192798	0.00739737	0.999814	0.999973	0.000158507	0.0243849	-0.00668805
12	2	61432	0	0.00739737	0.0248135	0.999973	0.999692	-0.000280454	-0.031299	-0.00759583
12	2	67518	0	0.0248135	0.023155	0.999692	0.999732	3.97784e-05	0.00113327	0.00810759
12	2	69664	0	0.023155	0.0298955	0.999732	0.999553	-0.000178779	0.0106623	0.0247741
12	2	89870	0	0.0298955	0.0171454	0.999553	0.999853	0.000299934	0.0182051	-0.0110999
13	1	5779	0	0.0311349	0.0297518	0.999515	0.999558	4.21044e-05	-0.00122916	-0.0044323
13	1	9460	0	0.0297518	0.00436499	0.999558	0.99999	0.000433153	0.0278818	-0.0103716
13	1	13438	0	0.00436499	0.0165258	0.99999	0.999863	-0.000127017	-0.0183214	-0.00476591
13	1	35007	0	0.0165258	0.0272621	0.999863	0.999628	-0.000235031	0.0216278	-0.0259807
13	1	36252	0	0.0272621	0.0252732	0.999628	0.999681	5.22447e-05	-0.01398	0.00310707
